商品ｺｰﾄﾞ,商品名,商品名索引,単位,個数単位,主仕入先ｺｰﾄﾞ
S700095D00501,BC8A,,,,700095
S700095D00602,AS171L,AS171L,KG,,700095
S700125I00101,X 光拡散PP-MB MBG102H01DL/500kg X,ﾋｶﾘｶｸｻﾝPP,kg,kg,700125
S700125I00102,X 光拡散PP-MB MBG102H01D/1000kg X,ﾋｶﾘｶｸｻﾝPP,kg,kg,700125
S700125I00103,X 光拡散PP-MB MBG102H01D/2000kg X,ﾋｶﾘｶｸｻﾝPP,kg,kg,700125
S700125I00201,光拡散PP-MB XMBG105H02DH/500kg,ﾋｶﾘｶｸｻﾝPP,kg,kg,700125
S700125I00202,光拡散PP-MB XMBG105H02DH/1000kg,ﾋｶﾘｶｸｻﾝPP,kg,kg,700125
S700125I00203,光拡散PP-MB XMBG105H02DH/2000kg,ﾋｶﾘｶｸｻﾝPP,kg,kg,700125
S700155D00101,ﾃﾌﾛﾝ粘着ﾃｰﾌﾟASF-110FR 0.13x50x10m,,,,700155
S700165K01001,MPU-137080A ﾌﾞﾗｯｸ,MPU-137080,kg,,700165
S700165K02001,MPU-137081 ﾌﾞﾗｳﾝ,MPU-137080,kg,,700165
S700165K03001,MPU-137100 抗菌剤,MPU-137080,kg,,700165
S701012I00101,AES-W240 BAB302UA,AES-W240,ｋｇ,ｋｇ,701012
S701012I00102,AES-W240 BAC240,AES-W240,ｋｇ,ｋｇ,701012
S701135B00101,ITS-B001(膨張性黒鉛の原料),ITS-B001,ｋｇ,ｋｇ,701135
S701135D00000,FSK-CMB1,fsk-cmb1,kg,,701135
S701135D00101,350 ITS-001,ITS,,,701135
S701135D00102,350 卵殻,350 ﾀﾏｺﾞｶﾗ,,,701135
S701135D00201,C-1000灰 (ｽﾎﾟﾝｼﾞ)10x50x200,c-1000ﾊｲ (,個,,701135
S701135D00202,C-1000灰 (ｽﾎﾟﾝｼﾞ)45x50x200,c-1000ﾊｲ (,個,,701135
S701135D00501,C-1000灰 (ｽﾎﾟﾝｼﾞ)60x50x200,c-1000ﾊｲ (,個,,701135
S701135D00502,C-1000灰 (ｽﾎﾟﾝｼﾞ)90×50x200,c-1000ﾊｲ (,個,,701135
S701135D00601,MBN-85LK,mbn-85lk,kg,,701135
S701135D00701,NO.9360 4kg,ﾉ｡9360,缶,,701135
S701135D00801,HTR-SM4,HTR-SM4,KG,,701135
S701135D00802,HTR-SM4 ※最低120kg,HTR-SM4,KG,,701135
S701135D00901,MBN-85LK,mbn-85lk,kg,,701135
S701135D01101,ｾﾙﾏｲｸMB3072,ｾﾙﾏｲｸMB307,,,701135
S701135D01201,ﾃﾞｽﾓｼﾞｭｰﾙRFE,ﾃﾞｽﾓｼﾞｰﾙ,,,701135
S701135D01301,ﾄﾗﾝｽﾎﾟﾘｲｿﾌﾟﾚﾝ TP-301,,kg,,701135
S701135K00101,ITS-WTP39(EXP)（106㎏以上）,,kg,,701135
S701135K00102,ITS-WTP39(EXP)（530㎏以上）,,kg,,701135
S701135K00103,ITS-WTP39(EXP)（1060㎏以上）,,kg,,701135
S701135K00104,ITS-WTP39(EXP)（2000㎏以上）,,kg,,701135
S701155D01000,ｱｻﾋｶｾｲ　SOE S1611,ｵﾚﾌｨﾝ,kg,kg,701155
S701155D01100,ｱｻﾋｶｾｲ ｻﾝﾃｯｸ LD M2206,,kg,kg,701155
S701155D01200,ｱｻﾋｶｾｲ　ｽﾀｲﾗｯｸABS A127S27,,kg,kg,701155
S701155D01300,ｱｻﾋｶｾｲ ﾃﾞﾙﾍﾟｯﾄ 60N99140,,kg,kg,701155
S701155D01400,ｱｻﾋｶｾｲｹﾐｶﾙｽﾞ ｱｻｸﾘﾝ NEWEX,ﾊﾟｰｼﾞｻﾞｲ,kg,kg,701155
S701155D01500,ｱﾗｶﾜｶｶﾞｶ ｱﾙｺﾝ P-125,,kg,kg,701155
S701155D01600,ｱﾗｶﾜｶｶﾞｸ ﾌｧｲﾝｸﾘｽﾀﾙ KE-311,,kg,kg,701155
S701155D01700,ｵｵｻｶｶｾｲ ﾏﾙｶｻｲﾄﾞYP-PP(防ｶﾋﾞ材MB),ﾏﾙｶｻｲﾄﾞ,kg,kg,701155
S701155D02000,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 101-55 BK,ｵﾚﾌｨﾝ,kg,kg,701155
S701155D02100,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 101-64 BK*,ｵﾚﾌｨﾝ,kg,kg,701155
S701155D02101,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 101-64 BK*500kg以上,ｵﾚﾌｨﾝ,kg,kg,701155
S701155D02200,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 101-73 BK,ｵﾚﾌｨﾝ,kg,kg,701155
S701155D02300,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 101-80　ﾛｯﾄ：25kg以上,ｵﾚﾌｨﾝ,kg,kg,701155
S701155D02400,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 101-87 BK,ｵﾚﾌｨﾝ,kg,kg,701155
S701155D02500,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 103-40 BK,ｵﾚﾌｨﾝ,kg,kg,701155
S701155D02600,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 103-50 BK,ｵﾚﾌｨﾝ,kg,kg,701155
S701155D02700,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 111-354,ｵﾚﾌｨﾝ,kg,kg,701155
S701155D02800,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 111-450,ｵﾚﾌｨﾝ,kg,kg,701155
S701155D02900,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 121-87,ｵﾚﾌｨﾝ,kg,kg,701155
S701155D03000,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 123-52W242,ｵﾚﾌｨﾝ,kg,kg,701155
S701155D03100,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 201-55 ｼﾛ*,ｵﾚﾌｨﾝ,kg,kg,701155
S701155D03200,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 201-64 ｼﾛ 100kg未満,ｵﾚﾌｨﾝ,kg,kg,701155
S701155D03201,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 201-64 ｼﾛ 100Kg以上,ｵﾚﾌｨﾝ,kg,kg,701155
S701155D03300,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 201-80,ｵﾚﾌｨﾝ,kg,kg,701155
S701155D03301,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 201-87 ﾅﾁｭﾗﾙ,ｵﾚﾌｨﾝ,kg,kg,701155
S701155D03400,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 203-40,ｵﾚﾌｨﾝ,kg,kg,701155
S701155D03500,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 8201-60,ｵﾚﾌｨﾝ,kg,kg,701155
S701155D03501,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 8201-60 100kg以上,ｵﾚﾌｨﾝ,kg,kg,701155
S701155D03600,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 8201-70 100kg以上,ｵﾚﾌｨﾝ,kg,kg,701155
S701155D03601,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 8201-70 100kg未満,ｵﾚﾌｨﾝ,kg,kg,701155
S701155D03700,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 8201-80　25Kg,ｵﾚﾌｨﾝ,kg,kg,701155
S701155D03800,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 8211-25(ｼｻｸ),ｵﾚﾌｨﾝ,kg,kg,701155
S701155D03900,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 8211-55,ｵﾚﾌｨﾝ,kg,kg,701155
S701155D04000,ｴｸｿﾝ ﾋﾞｽﾀﾏｯｸｽ VM6102 (25kgﾛｯﾄ),,kg,kg,701155
S701155D04001,ｴｸｿﾝ ﾋﾞｽﾀﾏｯｸｽ VM6102 (300kgﾛｯﾄ),,kg,kg,701155
S701155D04002,ｴｸｿﾝ ﾋﾞｽﾀﾏｯｸｽ VM6102 (1000kgﾛｯﾄ),,kg,kg,701155
S701155D04003,ｴｸｿﾝ ﾋﾞｽﾀﾏｯｸｽ VM6102 (3000kgﾛｯﾄ),,kg,kg,701155
S701155D04100,ｸﾗﾘﾃｨ LA2250(他ｸﾚｰﾄﾞ含め100kg未満),ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D04101,ｸﾗﾘﾃｨ LA2250(他ｸﾚｰﾄﾞ含め100～300kg),ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D04102,ｸﾗﾘﾃｨ LA2250(他ｸﾚｰﾄﾞ含め320kg以上),ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D04110,ｸﾗﾘﾃｨ LA2250 DF-20%,ｿﾌﾄｱｸﾘﾙ,式,kg,701155
S701155D04200,ｸﾗﾘﾃｨ LA2270(他ｸﾞﾚｰﾄﾞ含め100kg未満),ｿﾌﾄｱｸﾘﾙ,Kg,kg,701155
S701155D04201,ｸﾗﾘﾃｨ LA2270(他ｸﾞﾚｰﾄﾞ含め100～300kg),ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D04202,ｸﾗﾘﾃｨ LA2270(他ｸﾞﾚｰﾄﾞ含めて320㎏以上,ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D04300,ｸﾗﾘﾃｨ LA2330(他ｸﾞﾚｰﾄﾞ含め100～300kg),ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D04301,ｸﾗﾘﾃｨ LA2330(他ｸﾞﾚｰﾄﾞ含め320㎏以上）,ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D04400,ｸﾗﾘﾃｨ LA4285(他ｸﾞﾚｰﾄﾞ含め100kg未満),ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D04401,ｸﾗﾘﾃｨ LA4285(他ｸﾞﾚｰﾄﾞ含め100kg以上),ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D04402,ｸﾗﾘﾃｨ LA4285(他ｸﾞﾚｰﾄﾞ含め320kg以上）,ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D04500,ｸﾗﾘﾃｨ LB550(他ｸﾞﾚｰﾄﾞ含め100kg未満),ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D04501,ｸﾗﾘﾃｨ LB550(他ｸﾞﾚｰﾄﾞ含め100～300kg),ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D04502,ｸﾗﾘﾃｨ LB550(他ｸﾞﾚｰﾄﾞ含め320kg以上）,ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D04600,ｸﾗﾘﾃｨ LM730H(他ｸﾞﾚｰﾄﾞ含め100kg未満),ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D04601,ｸﾗﾘﾃｨ LM730H(他ｸﾞﾚｰﾄﾞ含め100～300kg),ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D04602,ｸﾗﾘﾃｨ LM730H(他ｸﾞﾚｰﾄﾞ含め320kg),ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D04610,ｸﾗﾘﾃｨ LA3320(他ｸﾞﾚｰﾄﾞ含め100kg未満),ｸﾗﾘﾃｨ,kg,kg,701155
S701155D04611,ｸﾗﾘﾃｨ LA3320(他ｸﾞﾚｰﾄﾞ含め100～300kg),ｸﾗﾘﾃｨ,kg,kg,701155
S701155D04612,ｸﾗﾘﾃｨ LA3320(他ｸﾞﾚｰﾄﾞ含め320kg),ｸﾗﾘﾃｨ,kg,kg,701155
S701155D04700,ｸﾗﾚ ｱｰﾈｽﾄﾝ CJ001N,,kg,kg,701155
S701155D04800,ｸﾗﾚ ｱｰﾈｽﾄﾝ EG40WFS-01,,kg,kg,701155
S701155D04900,ｸﾗﾚ ｱｰﾈｽﾄﾝ JS20N（ﾅﾁｭﾗﾙ）25kg以上,,kg,kg,701155
S701155D04901,ｸﾗﾚ ｱｰﾈｽﾄﾝ JS20N（ﾅﾁｭﾗﾙ）100kg以上,,kg,kg,701155
S701155D04902,ｸﾗﾚ ｱｰﾈｽﾄﾝ JS20N（ﾅﾁｭﾗﾙ）300kg以上,,kg,kg,701155
S701155D05000,ｸﾗﾚ ﾊﾟﾗﾍﾟｯﾄ G1000 200kg未満,ｱｸﾘﾙ,kg,kg,701155
S701155D05001,ｸﾗﾚ ﾊﾟﾗﾍﾟｯﾄ G1000 200kg以上,ｱｸﾘﾙ,kg,kg,701155
S701155D05100,ｸﾗﾚ ﾊﾟﾗﾍﾟｯﾄ SA1000 CW001 200kg未満,ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D05101,ﾊﾟﾗﾍﾟｯﾄSA1000CW001 200㎏以上他ﾄ合可,ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D05110,ｸﾗﾚ SA1000-CW001 TZA-5%,ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D05201,ﾊﾟﾗﾍﾟｯﾄSA1000FW001 200kg以上他ﾄ合可,ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D05300,ｸﾗﾚ ﾊﾟﾗﾍﾟｯﾄ SA1000 FR201 200kg未満,ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D05301,ﾊﾟﾗﾍﾟｯﾄSA1000FR201 200kg以上他ﾄ合可,ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D05400,ｸﾗﾚ ﾊﾟﾗﾍﾟｯﾄ SA1000 NW001 200kg未満,ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D05401,ﾊﾟﾗﾍﾟｯﾄSA1000NW001 200kg以上他ﾄ合可,ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D05402,ｸﾗﾚ ﾊﾟﾗﾍﾟｯﾄ SA1000 NW001 500kg以上,ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D05500,ｸﾗﾚ ﾊﾟﾗﾍﾟｯﾄ SA1000 NW201 200kg未満,ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D05501,ﾊﾟﾗﾍﾟｯﾄSA1000NW201 200kg以上他ﾄ合可,ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D05600,ｸﾗﾚ ﾊﾟﾗﾍﾟｯﾄ SA1000 FP(粉) 200kg未満,ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D05601,ﾊﾟﾗﾍﾟｯﾄSA1000FP(粉) 200kg以上他ﾄ合可,ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D05700,ｸﾗﾚ ﾊﾟﾗﾍﾟｯﾄ SA1000 NP(粉) 200kg未満,ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D05701,ﾊﾟﾗﾍﾟｯﾄSA1000NP(粉 200kg以上他ﾄ合可,ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D05711,ﾊﾟﾗﾍﾟｯﾄ GF-1000　25kg～200kg未満,ﾊﾟﾗﾍﾟｯﾄ gf,kg,kg,701155
S701155D05801,ゼオノア　1020R,ｾﾞｵﾉｱ 1020,㎏,㎏,701155
S701155D05901,TOPAS　8007F-04,TOPAS  800,㎏,㎏,701155
S701155D06100,ｼｮｳﾜｶｾｲ GUF40M-A03 25kgﾛｯﾄ,,kg,kg,701155
S701155D06200,ｼｮｳﾜｶｾｲ ﾏｷｼﾛﾝ EJ-S5102 B-1,,kg,kg,701155
S701155D06300,ｼｮｳﾜｶｾｲ ﾏｷｼﾛﾝ ZAK40L-A03 NAT,ｽﾁﾚﾝ,kg,kg,701155
S701155D06400,ｼｮｳﾜｶｾｲPVC ZAK50L A07 NA,ｽﾁﾚﾝ,kg,kg,701155
S701155D06500,ｼｮｳﾜｶｾｲPVC ZAK80L-A03 NA,ｽﾁﾚﾝ,kg,kg,701155
S701155D06600,ｼｮｳﾜｶｾｲPVC ZAK90L-E03 U-3,ｽﾁﾚﾝ,kg,kg,701155
S701155D06700,ｼﾝｴﾂﾎﾟﾘﾏｰ EZ-501 ﾋﾟﾝｸ 232 25kgﾛｯﾄ,,kg,kg,701155
S701155D06701,ｼﾝｴﾂﾎﾟﾘﾏｰ EZ-501 ﾌﾞﾙｰ 704 25kgﾛｯﾄ,,kg,kg,701155
S701155D06800,ｼﾝｴﾂﾎﾟﾘﾏｰ SE-855 NATURAL,,kg,kg,701155
S701155D06801,ｼﾝｴﾂﾎﾟﾘﾏｰ SE-855（黒）,,kg,kg,701155
S701155D06900,ｽﾐﾄﾓ ｽﾐｺﾝ VM1125A55 WH-9Y-254,,kg,kg,701155
S701155D07000,ﾀｹﾊﾗｶｶﾞｸ ﾏｯｸｽ 1180K (25kgﾛｯﾄ),ﾀﾝｶﾙ,kg,kg,701155
S701155D07100,ﾀｹﾊﾗｶｶﾞｸ ﾏｯｸｽ 2080K (25kgﾛｯﾄ),ﾀﾝｶﾙ,kg,kg,701155
S701155D07101,ﾀｹﾊﾗｶｶﾞｸ ﾏｯｸｽ 2080K (1000kgﾛｯﾄ),ﾀﾝｶﾙ,kg,kg,701155
S701155D07200,ﾃｸﾉﾎﾟﾘﾏｰ ﾃｸﾉABS 150 BR21113,,kg,kg,701155
S701155D07300,ﾃｸﾎﾟﾘﾏｰ SBX-8,,kg,kg,701155
S701155D07400,ﾃﾞﾝｶABS SE10,ABS,kg,kg,701155
S701155D07500,ﾄｳｿｰ ｳﾙﾄﾗｾﾝ 520F,,kg,kg,701155
S701155D07600,ﾄｳｿｰ ｳﾙﾄﾗｾﾝ 633,,kg,kg,701155
S701155D07700,ﾄｳｿｰ ｳﾙﾄﾗｾﾝ EV630,,kg,kg,701155
S701155D07800,ﾄｳﾖｳﾎﾞｳ ｻｰﾘﾝｸ 3160N,ｵﾚﾌｨﾝ,kg,kg,701155
S701155D07900,ﾆｯﾄｳﾌﾝｶ ｶﾙﾍﾟｯﾄA,,kg,kg,701155
S701155D08000,ﾆﾎﾝｶｾｲ ｽﾘﾊﾟｯｸｽO,,kg,kg,701155
S701155D08100,ﾆﾎﾝﾌﾟﾗｽ PVC FS-50%N,,kg,kg,701155
S701155D08200,ﾆﾎﾝﾎﾟﾘｴﾁ  ﾉﾊﾞﾃｯｸLD ZR20114MB20,LDPE,kg,kg,701155
S701155D08300,ﾆﾎﾝﾎﾟﾘｴﾁﾚﾝ ﾉﾊﾞﾃｯｸPP EA6A(串) *,PP,kg,kg,701155
S701155D08400,ﾆﾎﾝﾎﾟﾘｴﾁﾚﾝ ﾉﾊﾞﾃｯｸPP EA9H,PP,kg,kg,701155
S701155D08500,ﾉﾊﾞﾃｯｸ EG8B (25kgﾛｯﾄ),,kg,kg,701155
S701155D08501,ﾉﾊﾞﾃｯｸ EG8B (300kgﾛｯﾄ),,kg,kg,701155
S701155D08502,ﾉﾊﾞﾃｯｸ EG8B (1000kgﾛｯﾄ),,kg,kg,701155
S701155D08600,ﾊﾟﾗﾍﾟｯﾄSANP MHW64702(拡散材10%MB),ｿﾌﾄｱｸﾘﾙ,kg,kg,701155
S701155D08700,ﾌﾟﾗｲﾑﾎﾟﾘﾏｰ ﾌﾟﾗｲﾑﾎﾟﾘﾌﾟﾛ F-744NP,,kg,kg,701155
S701155D08800,ﾍﾞﾙﾍﾟｯﾄE-02 (PET樹脂),PET,kg,kg,701155
S701155D08900,ﾐﾂｲｶｶﾞｸ ﾀﾌﾏｰ PN3560,,kg,kg,701155
S701155D09000,ﾐﾂｲｶｶﾞｸ ﾈｵｾﾞｯｸｽ 1014T,,kg,kg,701155
S701155D09100,ﾐﾂｲｶｶﾞｸ ﾐﾗｽﾄﾏｰ 4010NS (25kgﾛｯﾄ),ｵﾚﾌｨﾝ,kg,kg,701155
S701155D09101,ﾐﾂｲｶｶﾞｸ ﾐﾗｽﾄﾏｰ 4010NS (100kgﾛｯﾄ),ｵﾚﾌｨﾝ,kg,kg,701155
S701155D09200,ﾐﾂｲｶｶﾞｸ ﾐﾗｽﾄﾏｰ 7030NS,ｵﾚﾌｨﾝ,kg,kg,701155
S701155D09300,ﾐﾂﾋﾞｼｶｶﾞｸ ｻｰﾓﾗﾝ 3555N,,kg,kg,701155
S701155D09400,ﾐﾂﾋﾞｼｶｶﾞｸ ｻｰﾓﾗﾝ 3855B,,kg,kg,701155
S701155D09500,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ 7206 BK,S-PVC,Kg,kg,701155
S701155D09600,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FA90EB BK,S-PVC,kg,kg,701155
S701155D09700,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FE45FB BK,S-PVC,kg,kg,701155
S701155D09800,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FE45FC BK,S-PVC,kg,kg,701155
S701155D09900,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FE55FB BK2,S-PVC,kg,kg,701155
S701155D10000,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FE55HA1 LGY9,,kg,kg,701155
S701155D10001,ﾐﾂﾋﾞｼ ｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FE55HA1 BK,ｻﾝﾌﾟﾚｰﾝ,,,701155
S701155D10100,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FE65HA LGY,S-PVC,kg,kg,701155
S701155D10200,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FE65HB LGY4,S-PVC,kg,kg,701155
S701155D10300,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FE70LB ﾗｲﾄｸﾞﾚｰ,S-PVC,kg,kg,701155
S701155D10400,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FE80EE BK,S-PVC,kg,kg,701155
S701155D10500,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FG50EB N,S-PVC,kg,kg,701155
S701155D10600,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝFE65HB-BK F1400-2,S-PVC,kg,kg,701155
S701155D10700,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝFE70EA ﾌﾞﾗｯｸ,S-PVC,kg,kg,701155
S701155D10800,ﾐﾂﾋﾞｼｶｶﾞｸ ｽﾐﾌﾚｯｸｽ K530CA2 BK,S-PVC,kg,kg,701155
S701155D10900,ﾐﾂﾋﾞｼｶｶﾞｸ ｽﾐﾌﾚｯｸｽ K761BT-N-638-S1,S-PVC,kg,kg,701155
S701155D11000,ﾐﾂﾋﾞｼｶｶﾞｸ ｽﾐﾌﾚｯｸｽ K900AF BL,S-PVC,kg,kg,701155
S701155D11100,ﾐﾂﾋﾞｼｶｶﾞｸ ﾃｨﾌｧｯﾌﾞﾛｯｸSJ8400B(ﾗﾊﾞﾛﾝ,ｽﾁﾚﾝ,kg,kg,701155
S701155D11200,ﾐﾂﾋﾞｼｶｶﾞｸ ﾃｨﾌｧﾌﾞﾛｯｸ SE8400B(ﾗﾊﾞﾛﾝ,ｽﾁﾚﾝ,kg,kg,701155
S701155D11300,ﾐﾂﾋﾞｼｶｶﾞｸ ﾃｨﾌｧﾌﾞﾛｯｸ SJ4400B 黒(ﾗﾊﾞ,ｽﾁﾚﾝ,kg,kg,701155
S701155D11400,ﾐﾂﾋﾞｼｶｶﾞｸ ﾃｨﾌｧﾌﾞﾛｯｸ SJ5400N(ﾗﾊﾞﾛﾝ,ｽﾁﾚﾝ,kg,kg,701155
S701155D11500,ﾐﾂﾋﾞｼｶｶﾞｸ ﾋﾞﾆｶ CA88NA（黒）LOT:25kg,S-PVC,kg,kg,701155
S701155D11600,ﾐﾂﾋﾞｼｶｶﾞｸ ﾋﾞﾆｶ D3096K BK,S-PVC,kg,kg,701155
S701155D11601,ﾋﾞﾆｶCE60EA(C2798ﾀﾞｰｸｸﾞﾚｰ)*,,,,701155
S701155D11700,ﾐﾂﾋﾞｼﾚｲﾖﾝ ｱｸﾘﾍﾟｯﾄ RF040,ｱｸﾘﾍﾟｯﾄ,kg,kg,701155
S701155D11800,ﾐﾂﾋﾞｼﾚｲﾖﾝ ｱｸﾘﾍﾟｯﾄ VH NS530,,kg,kg,701155
S701155D11900,ﾓﾋﾞﾛﾝ P27EST(ｳﾚﾀﾝ樹脂) (20kgﾛｯﾄ),ｳﾚﾀﾝ,kg,kg,701155
S701155D12000,ﾘｹﾝ LG-0549 72-0322ｸﾛ  PVC (UFO),,kg,kg,701155
S701155D12100,ﾘｹﾝ ﾚｵｽﾄﾏｰE3180 ZR50030,,kg,kg,701155
S701155D12200,ﾘｹﾝﾃｸﾉｽ BBL1281A (HDA50) ｸﾞﾚｰ,S-PVC,kg,kg,701155
S701155D12300,SA-CP-20MB（5部添加）（日本ﾌﾟﾗｽ工業,SA-CP-5MB(,kg,kg,701155
S701155D13000,ZR20189 ｼﾌﾟﾈｽｶﾗｰ(ｻﾝﾄﾌﾟﾚﾝ201-87ｸﾞﾚｰ）,,kg,kg,100101
S701155I00101,MB/ASKM-75153-15 ｸﾞﾚｰ,MB/ASKM -7,ｋｇ,ｋｇ,701155
S701155I00201,MR10048(屋外照明ｶﾊﾞｰ乳白用)125kg以上,MR10048,ｋｇ,ｋｇ,701155
S701155I00301,SE-855 ｸﾛ,SE-855,ｋｇ,ｋｇ,701155
S701155I00401,ｴｸｿﾝﾓｰﾋﾞﾙ ｻﾝﾄﾌﾟﾚｰﾝ101-73 50kg,ｴｸｿﾝﾓｰﾋﾞﾙ,ｋｇ,ｋｇ,701155
S701155I00402,ｴｸｿﾝﾓｰﾋﾞﾙ ｻﾝﾄﾌﾟﾚｰﾝ101-73 100kg,ｴｸｿﾝﾓｰﾋﾞﾙ,ｋｇ,ｋｇ,701155
S701155I00403,ｴｸｿﾝﾓｰﾋﾞﾙ ｻﾝﾄﾌﾟﾚｰﾝ101-87 50kg,ｴｸｿﾝﾓｰﾋﾞﾙ,ｋｇ,ｋｇ,701155
S701155I00404,ｴｸｿﾝﾓｰﾋﾞﾙ ｻﾝﾄﾌﾟﾚｰﾝ101-87 100kg,ｴｸｿﾝﾓｰﾋﾞﾙ,ｋｇ,ｋｇ,701155
S701155I00405,ｴｸｿﾝﾓｰﾋﾞﾙ ｻﾝﾄﾌﾟﾚｰﾝ103-50 100kg,ｴｸｿﾝﾓｰﾋﾞﾙ,ｋｇ,ｋｇ,701155
S701155I00406,ｴｸｿﾝﾓｰﾋﾞﾙ ｻﾝﾄﾌﾟﾚｰﾝ103-50 300kg,ｴｸｿﾝﾓｰﾋﾞﾙ,ｋｇ,ｋｇ,701155
S701155I00407,ｻﾝﾄﾌﾟﾚｰﾝ 121-68W228,ｻﾝﾄﾌﾟﾚｰﾝ,ｋｇ,ｋｇ,701155
S701155I00408,ｻﾝﾄﾌﾟﾚｰﾝ 8211-25,ｻﾝﾄﾌﾟﾚｰﾝ,ｋｇ,ｋｇ,701155
